#Procedure: <__main__.Keithley2100Procedure>
#Parameters:
#	Start Voltage: 0 V
#	Step Size: 0.266 V
#	Stop Voltage: 75 V
#	Time(s): 0.1 s
#Data:
Voltage(V):Stage,Voltage(V)
nan,5.5108736e-05
nan,5.46103744e-05
nan,5.43306624e-05
nan,5.3632192e-05
nan,5.67007744e-05
nan,5.53319872e-05
nan,5.96485504e-05
nan,5.57055488e-05
nan,5.96088576e-05
nan,5.97550208e-05
nan,5.71734976e-05
nan,5.86437312e-05
nan,5.72429056e-05
nan,5.73917824e-05
nan,5.73818304e-05
nan,5.58863744e-05
nan,5.55269056e-05
nan,5.78309632e-05
nan,5.75080576e-05
nan,5.60401152e-05
nan,6.14909696e-05
nan,6.06059136e-05
nan,6.18309056e-05
nan,5.81258304e-05
nan,6.003776e-05
nan,6.04963712e-05
nan,5.82445504e-05
nan,5.65171712e-05
nan,6.04148352e-05
nan,6.00079552e-05
nan,5.57154624e-05
nan,5.82743744e-05
nan,5.6247808e-05
nan,6.08689408e-05
nan,6.40579584e-05
nan,6.24235712e-05
nan,6.18160896e-05
nan,5.5611232e-05
nan,5.94749376e-05
nan,5.7483328e-05
nan,6.05118144e-05
nan,5.8686144e-05
nan,5.5378848e-05
nan,5.91349376e-05
nan,5.92494208e-05
nan,6.07643648e-05
nan,6.18409088e-05
nan,5.93806656e-05
nan,5.87655872e-05
nan,5.45614336e-05
nan,5.66569344e-05
nan,5.77511744e-05
nan,5.58169536e-05
nan,5.96534976e-05
nan,5.71635328e-05
nan,5.74810688e-05
nan,5.74337088e-05
nan,5.83739776e-05
nan,5.28651552e-05
nan,5.497968e-05
nan,5.93188928e-05
nan,5.86018624e-05
nan,5.70345472e-05
nan,5.79737472e-05
nan,5.99339712e-05
nan,6.22002624e-05
nan,5.97080704e-05
nan,6.12234496e-05
nan,5.60294336e-05
nan,5.82595584e-05
nan,5.59611776e-05
nan,5.79596544e-05
nan,5.49201664e-05
nan,5.73074816e-05
nan,5.6213088e-05
nan,5.7237984e-05
nan,5.4083712e-05
nan,5.6628704e-05
nan,5.4596256e-05
nan,5.39447808e-05
nan,5.83488256e-05
nan,5.73819072e-05
nan,5.4970528e-05
nan,5.49251072e-05
nan,5.866672e-05
nan,5.79100096e-05
nan,5.80740736e-05
nan,5.65725312e-05
nan,5.67709632e-05
nan,5.59508352e-05
nan,5.7701568e-05
nan,5.73222784e-05
nan,5.77412672e-05
nan,5.86960768e-05
nan,5.75676736e-05
nan,6.01320064e-05
nan,6.02461376e-05
nan,5.53738048e-05
nan,5.72924736e-05
nan,5.79446592e-05
nan,5.6383936e-05
nan,5.6930304e-05
nan,5.74634048e-05
nan,5.73471296e-05
nan,5.8175136e-05
nan,5.86911296e-05
nan,6.07048e-05
nan,6.06204992e-05
nan,6.12284032e-05
nan,5.95988992e-05
nan,6.1647392e-05
nan,6.15756736e-05
nan,5.84979904e-05
nan,5.75456128e-05
nan,5.83736192e-05
nan,5.97329472e-05
nan,5.86338432e-05
nan,5.91750592e-05
nan,6.12428992e-05
nan,5.86365696e-05
nan,5.8955616e-05
nan,5.94153728e-05
nan,5.73273408e-05
nan,5.91349504e-05
nan,5.94501184e-05
nan,6.21775232e-05
nan,5.67950784e-05
nan,6.0003072e-05
nan,5.65874496e-05
nan,5.59611968e-05
nan,6.05762304e-05
nan,5.75703424e-05
nan,5.57601536e-05
nan,5.80035136e-05
nan,5.73124224e-05
nan,5.74364224e-05
nan,5.98122432e-05
nan,5.5889152e-05
nan,5.80886016e-05
nan,5.41829248e-05
nan,5.98222208e-05
nan,5.6352e-05
nan,5.57948928e-05
nan,5.66717568e-05
nan,5.63073664e-05
nan,5.73570176e-05
nan,5.44076608e-05
nan,5.94054336e-05
nan,5.5655936e-05
nan,5.92634944e-05
nan,5.71685056e-05
nan,5.7555456e-05
nan,5.64958208e-05
nan,5.81853696e-05
nan,6.12283648e-05
nan,5.85018176e-05
nan,5.79736384e-05
nan,5.96237056e-05
nan,6.1200192e-05
nan,5.9757696e-05
nan,5.80084032e-05
nan,5.92391296e-05
nan,5.85326976e-05
nan,5.50144e-05
nan,5.76072448e-05
nan,5.86407296e-05
nan,5.86059776e-05
nan,5.7855424e-05
nan,5.77561088e-05
nan,6.14813056e-05
nan,6.02262912e-05
nan,5.99732416e-05
nan,6.06699904e-05
nan,5.76248512e-05
nan,5.91688768e-05
nan,6.05388096e-05
nan,6.00526208e-05
nan,5.8269376e-05
nan,6.14653312e-05
nan,5.7500832e-05
nan,5.7054336e-05
nan,5.73569664e-05
nan,5.88421056e-05
nan,6.29146816e-05
nan,6.0967712e-05
nan,6.36286976e-05
nan,6.15402368e-05
nan,5.671632e-05
nan,5.96980608e-05
nan,5.5859296e-05
nan,5.85265856e-05
nan,5.95890112e-05
nan,5.73867584e-05
nan,5.731232e-05
nan,5.68446144e-05
nan,5.78744448e-05
nan,5.89566528e-05
nan,6.015184e-05
nan,5.58020224e-05
nan,5.8056064e-05
nan,5.4861312e-05
nan,5.68686784e-05
nan,6.02614848e-05
nan,5.68488768e-05
nan,5.74563584e-05
nan,5.99364416e-05
nan,5.9817344e-05
nan,5.88277824e-05
nan,5.7337696e-05
nan,5.8617216e-05
nan,5.92743424e-05
nan,5.93636864e-05
nan,5.83542784e-05
nan,5.7111808e-05
nan,5.7855552e-05
nan,5.6128896e-05
nan,5.72136768e-05
nan,5.38498432e-05
nan,5.966352e-05
nan,6.07996032e-05
nan,5.8249664e-05
nan,5.8173088e-05
nan,5.892208e-05
nan,5.82203072e-05
nan,6.07748288e-05
nan,5.9438048e-05
nan,6.18062208e-05
nan,5.8756128e-05
nan,5.83538432e-05
nan,5.96837888e-05
nan,5.92842368e-05
nan,5.79005568e-05
nan,5.79398912e-05
nan,5.73124864e-05
nan,5.94380672e-05
nan,5.8780992e-05
nan,5.94154816e-05
nan,5.67396736e-05
nan,5.993872e-05
nan,6.04401536e-05
nan,5.95812032e-05
nan,5.90063872e-05
nan,6.14269376e-05
nan,5.98960128e-05
nan,5.89716992e-05
nan,5.85522816e-05
nan,5.66176448e-05
nan,5.997152e-05
nan,6.10278528e-05
nan,5.68438784e-05
nan,5.9946336e-05
nan,6.34632e-05
nan,5.94678144e-05
nan,5.67397056e-05
nan,6.07068608e-05
nan,6.20046592e-05
nan,5.8690464e-05
nan,5.86221184e-05
nan,5.83789568e-05
nan,6.12383232e-05
nan,6.0458816e-05
nan,5.84038144e-05
nan,5.50790336e-05
nan,5.7510912e-05
nan,5.92495296e-05
nan,5.9738368e-05
nan,5.90659008e-05
nan,5.6630528e-05
nan,6.10922048e-05
nan,5.68735744e-05
nan,5.5888384e-05
nan,5.70544192e-05
nan,5.81900672e-05
nan,5.92791872e-05
nan,5.86320128e-05
nan,6.06354432e-05
nan,5.57593984e-05
nan,6.11864576e-05
nan,5.73620416e-05
nan,5.4860608e-05
nan,5.60323008e-05
nan,5.73917696e-05
