#Procedure: <__main__.Keithley2100Procedure>
#Parameters:
#	time: 0.1 s
#Data:
Time(s),Voltage(V)
0.0,-0.000414160768
0.23176956176757812,-0.0004214344
0.39614319801330566,-0.00041601552
0.5520792007446289,-0.000398019008
0.7000448703765869,-0.000446268032
0.8530526161193848,-0.000380163424
1.0047855377197266,-0.000408335776
1.1556050777435303,-0.000398687936
1.3053679466247559,-0.000442419712
1.4917352199554443,-0.000410091616
1.6387114524841309,-0.000389663072
1.7858121395111084,-0.00040751136
1.9331326484680176,-0.000399259648
2.0826408863067627,-0.000425799808
2.229569673538208,-0.000438719488
2.3774778842926025,-0.000418738016
2.804453134536743,-0.000431748672
2.955523729324341,-0.000374932992
3.191908359527588,-0.00040005536
3.339768409729004,-0.000389470784
3.48706316947937,-0.000410934208
3.691389322280884,-0.0004475016
3.8393609523773193,-0.000416882976
3.9864583015441895,-0.00043085024
4.133052825927734,-0.000399123936
4.280075788497925,-0.000387583744
4.426841974258423,-0.000407690496
4.582651615142822,-0.000426600224
4.793379783630371,-0.000404954208
4.944251537322998,-0.000411590624
5.091046094894409,-0.000419857184
5.237839221954346,-0.000417130976
5.39317512512207,-0.000418673504
5.541951656341553,-0.000406843008
5.688940525054932,-0.000396045088
5.8928749561309814,-0.000425503008
6.041913032531738,-0.000401820128
6.197381258010864,-0.000373992672
6.345363616943359,-0.000417080352
6.675243854522705,-0.000390191296
7.004152536392212,-0.000418497344
7.208739280700684,-0.000416325376
7.356502056121826,-0.00042029776
7.508611679077148,-0.000403670944
7.659273386001587,-0.000406132768
7.806668519973755,-0.000428135712
8.30481505393982,-0.000382487104
8.45407772064209,-0.000425330144
8.603224515914917,-0.00040515008
8.75418734550476,-0.00040123888
8.910569190979004,-0.000398255008
9.19347858428955,-0.000422571168
9.340308666229248,-0.000413732448
9.488569259643555,-0.000408593952
9.637100458145142,-0.000385748288
9.787635087966919,-0.000404425824
9.939682245254517,-0.000404646784
10.088564395904541,-0.0003967288
10.392136335372925,-0.000406607392
10.54966950416565,-0.000405040128
10.70015573501587,-0.000411817824
10.846968650817871,-0.000402249344
11.14023494720459,-0.000417882816
11.392657279968262,-0.000405770592
11.678041219711304,-0.000418683136
11.920654773712158,-0.000426570592
12.067723989486694,-0.00044588192
12.217951774597168,-0.000393230592
12.56396484375,-0.000410200896
12.71180772781372,-0.00041520656
12.859782934188843,-0.000418384416
13.006285905838013,-0.000402162496
13.157387495040894,-0.000426719424
13.309839010238647,-0.000431941632
13.807520389556885,-0.000396845184
13.957108497619629,-0.000419044448
14.107630729675293,-0.000427058752
14.259473323822021,-0.000365428864
14.407744407653809,-0.000470395872
14.690909147262573,-0.000395594368
14.849069118499756,-0.000403155168
15.242324352264404,-0.000407714016
15.536639928817749,-0.0003986656
15.79530382156372,-0.000395034752
16.101953744888306,-0.000417608736
16.30223321914673,-0.000416577632
16.46119451522827,-0.000414216096
16.638380527496338,-0.000425698528
16.890795469284058,-0.000407048512
17.040154457092285,-0.000409467904
17.187317609786987,-0.000415277632
17.333861112594604,-0.000418764544
17.481825828552246,-0.000395634624
17.62814450263977,-0.000408844
17.77480697631836,-0.000427565632
18.090479612350464,-0.0004239944
18.237380266189575,-0.000417833408
18.384342193603516,-0.0004116104
18.541791200637817,-0.000404769536
18.691615104675293,-0.000419051968
18.877325773239136,-0.000431759616
19.309937477111816,-0.000412659296
19.45733094215393,-0.000398473632
19.609473705291748,-0.000404437216
19.75709581375122,-0.000419612992
19.903334140777588,-0.000433483552
20.184142112731934,-0.000396472928
20.34119486808777,-0.000402138784
20.487619876861572,-0.000416354048
20.633699417114258,-0.000416339168
20.780569314956665,-0.000405415072
20.92815351486206,-0.000381668384
21.076444625854492,-0.00040384528
21.291038751602173,-0.00042753488
21.438915491104126,-0.000429974016
21.58600163459778,-0.000411440736
21.73311710357666,-0.000408319872
21.880022764205933,-0.000429117728
22.026977062225342,-0.000431769504
22.174373626708984,-0.00039114128
22.391422271728516,-0.000414375328
22.539003133773804,-0.000407466176
22.68964385986328,-0.000390360768
22.83739733695984,-0.000416205632
22.98535466194153,-0.000421274656
23.134466886520386,-0.000418921888
23.281394243240356,-0.000423968192
23.491170167922974,-0.000401984928
23.63829779624939,-0.000418832256
23.784799575805664,-0.00042169024
23.933266639709473,-0.000424875264
24.079556941986084,-0.000408948736
24.226552486419678,-0.000380306656
24.375733375549316,-0.000448023072
24.80328941345215,-0.000424890432
24.950068473815918,-0.000353852032
25.09757375717163,-0.000390264256
25.244628429412842,-0.000431715264
25.391889810562134,-0.000431774816
25.672282695770264,-0.000422665952
25.82280969619751,-0.0004636888
25.96926522254944,-0.000372512384
26.11947727203369,-0.000445229536
26.267901182174683,-0.000367073248
26.414679050445557,-0.000407519936
26.5624897480011,-0.00039461344
26.79099941253662,-0.000401918528
26.937333822250366,-0.000392250784
27.083993196487427,-0.000401411008
27.23171067237854,-0.00040735728
27.380728244781494,-0.000414420224
27.529001235961914,-0.000417238272
27.67575740814209,-0.000413142272
27.89145517349243,-0.000401463232
28.039398908615112,-0.00043594784
28.187914609909058,-0.000428156864
28.335395336151123,-0.000415816416
28.489789962768555,-0.00039950624
28.641135931015015,-0.000450102848
28.78908944129944,-0.00040736688
28.99066972732544,-0.000401366304
29.138246059417725,-0.000414622528
29.284738302230835,-0.000424476
29.431684494018555,-0.000394258624
29.57836413383484,-0.000387225344
29.724889755249023,-0.000410470144
29.872111082077026,-0.000430266528
30.306783437728882,-0.000438082368
30.456700086593628,-0.000415913344
30.60653328895569,-0.000392443552
30.757872581481934,-0.00041339936
30.908741235733032,-0.000427183776
31.191099166870117,-0.000399939616
31.347139835357666,-0.00043511296
31.49419927597046,-0.00041715664
31.642739057540894,-0.000421369344
31.78946614265442,-0.000395031968
31.935906171798706,-0.000418922464
32.08419942855835,-0.00040660144
32.291099309921265,-0.000411331712
32.43778443336487,-0.000400791744
32.58557915687561,-0.000414368096
32.73231601715088,-0.000417879808
32.87894940376282,-0.00042457808
33.026224851608276,-0.000398326048
33.17275667190552,-0.00041126
33.391295194625854,-0.000403447328
33.5396089553833,-0.000413246656
33.695536375045776,-0.000409449504
33.84297227859497,-0.000426591872
33.99012041091919,-0.000394066496
34.138920068740845,-0.00043079472
34.28942584991455,-0.000417171136
34.49135088920593,-0.00042214368
34.64021134376526,-0.0004219064
34.78851628303528,-0.000398498528
34.939002990722656,-0.000407844832
35.085936307907104,-0.000403765984
35.2334771156311,-0.00042569728
35.38011622428894,-0.000425331648
35.80302691459656,-0.000431193216
35.9516966342926,-0.0004000848
36.09850716590881,-0.000436443648
36.245096921920776,-0.000397060736
36.393872022628784,-0.00041312768
36.67422890663147,-0.000397770976
36.823028802871704,-0.00041672864
36.973989963531494,-0.00038923712
37.12419939041138,-0.000414435456
37.27466917037964,-0.000423899776
37.42769980430603,-0.00040841232
37.57444524765015,-0.000437866944
37.790740728378296,-0.000419164544
37.941681146621704,-0.000408723872
38.08866906166077,-0.000418637216
38.23915958404541,-0.000419593408
38.38855457305908,-0.000410675392
38.535518646240234,-0.000432698784
38.68556761741638,-0.000427837408
38.89082217216492,-0.000397630048
39.03740882873535,-0.000448509152
39.18427658081055,-0.000415661184
39.33068776130676,-0.000414388
39.477309465408325,-0.000438276096
39.62453770637512,-0.00038724384
39.77439498901367,-0.000407203744
39.99514293670654,-0.00044166128
40.142200231552124,-0.000435640544
40.29073882102966,-0.000393788704
40.44047665596008,-0.000407454112
40.59122705459595,-0.000390596832
40.74060368537903,-0.000419600928
40.88911700248718,-0.000436067136
41.30290126800537,-0.000403914144
41.45508050918579,-0.000457629856
41.60838031768799,-0.000393952352
41.754844427108765,-0.000440390464
41.9014995098114,-0.000493868896
42.1816782951355,-0.0003769664
42.32848072052002,-0.000413409344
42.47546601295471,-0.000447453504
42.62344527244568,-0.0004089496
42.773794174194336,-0.000435237184
42.924736738204956,-0.000402981024
43.07740259170532,-0.00039134896
43.29079270362854,-0.000411933408
43.44806671142578,-0.000407166304
43.59519147872925,-0.000434321216
43.74256110191345,-0.000400039616
43.88919687271118,-0.000398944416
44.03581976890564,-0.000431988352
44.18602442741394,-0.000386909152
44.39126229286194,-0.000441644096
44.54095387458801,-0.000412107552
44.69004726409912,-0.00041537104
44.836626052856445,-0.000414987584
44.98338055610657,-0.000391007808
45.13013958930969,-0.000411471008
45.277127504348755,-0.000391549568
45.4910728931427,-0.000454456992
45.64189839363098,-0.000413649664
45.78977870941162,-0.00040491504
45.9366180896759,-0.000398578016
46.09070873260498,-0.000449045504
46.240625858306885,-0.000385690304
46.394657373428345,-0.000433550752
46.80351972579956,-0.000421054208
46.95141887664795,-0.000406904096
47.098028898239136,-0.000461393696
47.2447144985199,-0.000408837856
47.39140200614929,-0.000421582464
47.67451477050781,-0.00039930384
47.82319378852844,-0.00038421232
47.96968984603882,-0.000465559008
48.11646032333374,-0.00044423952
48.26286959648132,-0.00038972224
48.40965557098389,-0.00045232272
48.55624318122864,-0.000415539328
48.79075288772583,-0.000436554848
48.938090085983276,-0.000392857504
49.08568334579468,-0.000364689664
49.23368310928345,-0.000430128384
49.38083481788635,-0.000408939232
49.52820682525635,-0.00044754272
49.67502450942993,-0.000401039104
49.890315532684326,-0.00042157184
50.03686857223511,-0.000431521984
50.21527290344238,-0.000464286016
50.36194920539856,-0.00041537568
50.508814334869385,-0.00043387472
50.655094385147095,-0.000424233216
50.8014919757843,-0.000370225152
50.99094605445862,-0.0004248112
51.14021134376526,-0.000412838048
51.28679084777832,-0.000415214688
51.43865966796875,-0.00039516064
51.58520269393921,-0.000417344928
51.73204469680786,-0.000410096096
51.87960886955261,-0.000393087232
52.30300545692444,-0.000436007744
52.457834243774414,-0.000390702656
52.607985734939575,-0.000423602624
52.75967812538147,-0.000393778336
52.906232833862305,-0.00041596272
53.18968319892883,-0.00041804368
53.336031675338745,-0.000406862144
53.48308849334717,-0.000410537472
53.62957191467285,-0.000414740288
53.77636933326721,-0.000384757184
53.92358112335205,-0.000407493664
54.07009434700012,-0.000438902656
54.29034399986267,-0.0004138928
54.436779737472534,-0.000405591392
54.587302923202515,-0.00040521296
54.73543167114258,-0.00039014048
54.88330411911011,-0.000437022784
55.03014278411865,-0.000428347936
55.1773636341095,-0.00042767664
55.39256286621094,-0.000390450784
55.54087805747986,-0.000403105184
55.69049286842346,-0.000433600416
55.84139442443848,-0.00039944704
55.989497423172,-0.00041887296
56.14125967025757,-0.000397857632
56.28787088394165,-0.000447607456
56.49041700363159,-0.000393952512
56.63711452484131,-0.00039182688
56.78717875480652,-0.00040890992
56.942047119140625,-0.000427500768
57.09094023704529,-0.000411322144
57.23792910575867,-0.000378565632
57.40051579475403,-0.000402139712
57.80298852920532,-0.000444299264
57.94933724403381,-0.000431889312
58.09642505645752,-0.000409108544
58.2436249256134,-0.000441777824
58.3949978351593,-0.000434466656
58.675079584121704,-0.00040528656
58.822816371917725,-0.000429959776
58.98278784751892,-0.000430083872
59.12958073616028,-0.000401720384
59.27644205093384,-0.000399095808
59.42536902427673,-0.000421309952
59.57434964179993,-0.00043108896
59.79494524002075,-0.000397099328
59.94144105911255,-0.000449098016
60.08793926239014,-0.00043235712
60.234402894973755,-0.000411899168
60.38132333755493,-0.000445692768
60.529722452163696,-0.000395723168
60.67702102661133,-0.00042378176
60.89059925079346,-0.00039051024
61.03726387023926,-0.000407188896
61.18475651741028,-0.000404828992
61.33174133300781,-0.000394328832
61.47901105880737,-0.000426597344
61.626056432724,-0.000423583296
61.772934913635254,-0.000418749568
61.99046969413757,-0.000397206752
62.13701152801514,-0.00040360352
62.28385400772095,-0.000438606048
62.43048977851868,-0.000382652544
62.57710385322571,-0.000414930336
62.723822593688965,-0.00041573552
62.870373010635376,-0.000397961664
63.30337977409363,-0.000409506688
63.45005750656128,-0.000412659712
63.596598386764526,-0.000421936448
63.743677377700806,-0.00040067536
63.89001703262329,-0.000442911968
64.17122507095337,-0.000404841088
64.31823515892029,-0.000436797312
64.46507835388184,-0.000391166688
64.61173748970032,-0.000420559264
64.75844550132751,-0.000444969696
64.90533709526062,-0.00041471472
65.05176281929016,-0.000434516224
65.29054093360901,-0.000410247072
65.43767499923706,-0.000449442528
65.58463931083679,-0.00040781008
65.73170137405396,-0.000441126208
65.8826093673706,-0.000415972544
66.02960920333862,-0.000403761056
66.17653059959412,-0.00040466816
66.39068961143494,-0.000385730304
66.53730869293213,-0.000411889184
66.68765687942505,-0.000409289088
66.83744740486145,-0.000416012608
66.99019265174866,-0.000407528352
67.13802480697632,-0.000413801024
67.28521370887756,-0.000392669056
67.49268770217896,-0.000382815168
67.64186143875122,-0.000399449184
67.79145693778992,-0.000396091328
67.93842101097107,-0.000431183296
68.08585095405579,-0.000404089952
68.23248600959778,-0.00039069488
68.37891912460327,-0.000415470432
68.80267763137817,-0.000405720896
68.9492461681366,-0.00041900192
69.09662413597107,-0.000426296992
69.24328875541687,-0.000392122112
69.39241981506348,-0.00043670304
69.67624306678772,-0.000418449728
69.82791829109192,-0.000410430432
69.97686719894409,-0.000407726176
70.1250548362732,-0.000406079456
70.27512097358704,-0.000450157824
70.42817997932434,-0.000419534304
70.57747650146484,-0.000426269504
70.79392123222351,-0.000424446688
70.94587135314941,-0.000405073152
71.09402704238892,-0.0004560616
71.25001001358032,-0.000424558272
71.39667558670044,-0.000414908
71.54350996017456,-0.000410410144
71.69462871551514,-0.000402174368
71.89052248001099,-0.000398417504
72.03730154037476,-0.000423771808
72.1839210987091,-0.000419031616
72.3303542137146,-0.000400750336
72.48227715492249,-0.000413464224
72.62907886505127,-0.000400896352
72.77701568603516,-0.000424781536
72.99129056930542,-0.00043916208
73.13834977149963,-0.000400712736
73.29532170295715,-0.00042233008
73.44431781768799,-0.000412250304
73.59161138534546,-0.00042477664
73.74135899543762,-0.000389868672
73.88889980316162,-0.000414172032
74.30275869369507,-0.00039917488
74.45010375976562,-0.000414154976
74.5964663028717,-0.000424786496
74.74276351928711,-0.000405395744
74.891277551651,-0.00042141376
75.17136001586914,-0.00045237728
75.32002472877502,-0.000407864736
75.46677327156067,-0.000380868704
75.6140923500061,-0.000432367008
75.76084589958191,-0.00042524944
75.90883994102478,-0.000381455712
76.06060886383057,-0.000397646528
76.2933657169342,-0.000447123872
76.44314622879028,-0.0003879888
76.59214735031128,-0.000430351008
76.74246525764465,-0.000406532448
76.89272165298462,-0.000419239008
77.04843068122864,-0.000410918816
77.19995594024658,-0.000412063008
77.39261364936829,-0.000406587008
77.54398727416992,-0.00040179968
77.69066715240479,-0.000431203008
77.83736753463745,-0.000469377664
77.984375,-0.000405704896
78.1308000087738,-0.00044810496
78.27866983413696,-0.000405059136
78.49056959152222,-0.00043151776
78.63705086708069,-0.000418824096
78.783616065979,-0.000399771744
78.9325098991394,-0.000404210272
79.07898831367493,-0.000411317888
79.22901129722595,-0.000423474816
79.37650346755981,-0.000421032032
79.80368328094482,-0.000423016096
79.95048594474792,-0.000426148032
80.10113382339478,-0.000410385312
80.24802660942078,-0.000441781824
80.39626908302307,-0.000468837888
80.67605566978455,-0.000441519936
80.82907366752625,-0.000673064
80.98147320747375,-0.000329265248
81.1284008026123,-0.000447822368
81.27646899223328,-0.000390086176
81.42353963851929,-0.000491190112
81.57170176506042,-0.000367773248
81.7969536781311,-0.000430965504
81.94565963745117,-0.000432376832
82.10013818740845,-0.000471605184
82.25248050689697,-0.000263036784
82.39959955215454,-0.0003140928
82.54673552513123,-0.000360119456
82.69505381584167,-0.000265294224
82.89309811592102,-2.99020064e-05
83.04277992248535,-0.0001611696
83.19194555282593,-0.000325936448
83.33850908279419,-0.00038386496
83.48713564872742,-0.000405132672
83.63362526893616,-0.0003265096
83.78353881835938,-0.000440792256
84.05735278129578,-0.000566474944
84.20390605926514,-0.000534365824
84.35049700737,-0.000268377104
84.49738430976868,-0.000332087232
84.64489555358887,-0.000436210144
84.79253101348877,-6.04218176e-05
85.28576898574829,-0.000401111552
85.43281888961792,-0.000442825344
85.57919478416443,-0.000399370656
85.72820734977722,-8.88255488e-05
85.87490367889404,-0.000420581952
86.02492785453796,-0.000350847936
86.20017290115356,-0.000393155584
86.34696578979492,-0.000397412096
86.4935793876648,-0.000653343744
86.64130759239197,-0.000511118272
86.78797364234924,-0.000421262816
86.93434524536133,-0.000552507584
87.0811219215393,-0.00034285136
87.2907657623291,-0.000376411168
87.43747091293335,-0.000407052448
87.58434772491455,-0.000251851424
87.73290729522705,0.000162717088
87.87997817993164,-0.000489099712
88.02681946754456,-0.00044367456
88.1732223033905,-0.000427270336
88.39043092727661,-0.000417179488
88.53702974319458,-0.00040868704
88.6838538646698,-0.00043950656
88.83117246627808,-0.000370089888
88.97791957855225,-0.000309209632
89.12467169761658,-0.000393184896
89.27435445785522,-0.000401297728
89.4916353225708,-0.000399828512
89.64476180076599,4.77619424e-05
89.79335021972656,-0.000388942368
89.94134759902954,-0.000382409216
90.09265041351318,-0.000411096992
90.24725008010864,-0.000675562048
90.3945243358612,-0.000474243776
90.80253553390503,-0.00043926432
90.94960713386536,-0.000438751904
91.09687542915344,-0.000422845632
91.24397730827332,-0.000446641344
91.4001932144165,-0.000457350048
91.68001198768616,-0.000428808736
91.82994627952576,-0.000428721888
91.97682523727417,-0.000419596576
92.12415552139282,-0.000447983936
92.27133774757385,-0.000438531008
92.4179220199585,-0.000430882176
92.56449818611145,-0.000391682368
92.79147624969482,-0.000401788384
92.93808627128601,-0.000378183008
93.08509874343872,-0.000431265984
93.23308515548706,-0.000430130816
93.37951517105103,-0.000408430336
93.52707004547119,-0.00040340032
93.6739068031311,-0.0003794848
93.89188981056213,-0.000423880224
94.04361248016357,-0.000437129248
94.19483232498169,-0.000406210592
94.34196615219116,-0.000369767104
94.49332666397095,-0.000183835904
94.65155291557312,-0.00046193136
94.79884028434753,-0.000434318752
95.01815152168274,-0.000419242112
95.16500759124756,-0.00043903392
95.31167936325073,-0.000647895168
95.45836067199707,-0.000440844448
95.60560131072998,-0.000433051296
95.7542998790741,-0.000309542368
95.90117287635803,-0.00042435888
96.30276393890381,-0.000455485184
96.4490180015564,-0.000379661472
96.59553647041321,-0.000412405472
96.74272012710571,-0.00042857152
96.89189410209656,-0.000452043072
97.1763186454773,-0.000400524992
97.32576298713684,-0.000442154528
97.47625470161438,-0.000417562976
97.62788820266724,-0.000409360864
97.77449870109558,-0.000396869856
97.9224865436554,-0.000420247424
98.07032322883606,-0.000400606944
98.29099750518799,-0.000423729344
98.43827939033508,-0.000432365312
98.58517479896545,-0.000428878432
98.73208570480347,-0.000419650592
98.87928009033203,-0.000414832224
99.02588391304016,-0.000429346304
99.17243123054504,-0.000420253568
99.39004325866699,-0.000420253568
99.53754258155823,-0.000417422432
99.68509364128113,-0.000452794048
99.8329586982727,-0.000440612608
99.98075890541077,-0.000419746048
100.12777328491211,-0.00042805616
100.27568221092224,-0.000422930208
100.4943630695343,-0.000406788864
100.6435227394104,-0.00043191728
100.79477095603943,-0.000404292256
100.94599676132202,-0.000427235968
101.09275126457214,-0.00040815504
101.2391631603241,-0.00040125344
101.39028763771057,-0.000378832736
101.80244565010071,-0.000409579712
101.94917798042297,-0.000428365344
102.09616374969482,-0.000428893408
102.24278044700623,-0.000413363136
102.38938617706299,-0.00042981712
102.67009425163269,-0.000420736288
102.81758785247803,-0.000409872512
102.96568083763123,-0.00043851184
103.11285424232483,-0.000410654304
103.26073026657104,-0.000423626368
103.40815091133118,-0.00044230352
103.5551483631134,-0.000431025536
103.79181289672852,-0.000428281632
103.93876338005066,-0.000401501632
104.0887701511383,-0.000397694656
104.23832488059998,-0.000426330112
104.38459515571594,-0.000422521952
104.53130793571472,-0.000431597536
104.6807508468628,-0.000411704192
104.89357590675354,-0.000420493152
105.0423059463501,-0.000415439072
105.18871259689331,-0.000447288192
105.33519220352173,-0.00039707056
105.48213577270508,-0.0004233088
105.6290533542633,-0.000418264576
105.77743577957153,-0.00041443888
105.99190378189087,-0.000404983552
106.14157462120056,-0.000420478976
106.28938555717468,-0.000428913248
106.43933129310608,-0.00038398304
106.59269618988037,-0.000399258112
106.73963260650635,-0.000418433216
106.89244031906128,-0.000408299232
107.30228304862976,-0.000419326784
107.44863867759705,-0.000474988864
107.59532260894775,-0.000422994528
107.74386525154114,-0.000401993984
107.89161467552185,-0.000441370496
108.17294979095459,-0.000408361408
108.32128691673279,-0.000418381088
108.46837449073792,-0.00043092496
108.61481475830078,-0.000438376352
108.76185393333435,-0.000421563744
108.9099543094635,-0.00042908464
109.05955171585083,-0.000436563424
109.29607486724854,-0.00040394384
109.44248294830322,-0.000401439808
109.5940043926239,-0.00042266112
109.74417614936829,-0.000438636064
109.89725995063782,-0.000290773824
110.0510983467102,-0.000562497664
110.19828629493713,2.35744672e-05
110.3923225402832,-0.00117356936
110.54292297363281,-0.000367583936
110.68941760063171,-0.000382306752
110.84449219703674,-0.000393314528
110.99353003501892,-0.000419232608
111.13999366760254,-0.000509563584
111.28852462768555,-0.00051925552
111.49009776115417,-0.000423168608
111.64355182647705,-0.000477861376
111.79122996330261,-0.000402103552
111.93916487693787,-0.000509050048
112.08638215065002,-0.000432231552
112.2345130443573,-0.00042011968
112.38192892074585,-0.0004476112
112.8030526638031,-0.00042711824
112.95097398757935,-0.0004543616
113.09903001785278,-0.000422447584
113.25576996803284,-0.000436558816
113.40566396713257,-0.000433071616
113.68540263175964,-0.000430614656
113.83219289779663,-0.000452484128
113.97904443740845,-0.00042685776
114.12583255767822,-0.000401833152
114.27251052856445,-0.000423118592
114.41884517669678,-0.00043424544
114.5651752948761,-0.000386305696
114.79379105567932,-0.000420592224
114.94398331642151,-0.000407912928
115.09412503242493,-0.000451464096
115.24309945106506,-0.000403549184
115.38953924179077,-0.000456847936
115.54063296318054,-0.000398043296
115.6897566318512,-0.000389719872
115.8959333896637,-0.000405186688
116.04387426376343,-0.000407593984
116.19366073608398,-0.000460453792
116.34036350250244,-0.000415292704
116.48794865608215,-0.000422004288
116.63447999954224,-0.00042712288
116.78112959861755,-0.000398268672
116.98999738693237,-0.00043158784
117.13811016082764,-0.00043031984
117.28483939170837,-0.000403549184
117.43144607543945,-0.000432026752
117.5779447555542,-0.000412816128
117.7253692150116,-0.000396358016
117.8721661567688,-0.000425770464
118.30288434028625,-0.000395139488
118.44981694221497,-0.00043808608
118.59667229652405,-0.000418165184
118.75032162666321,-0.000416409408
118.89722847938538,-0.000441015712
119.17730569839478,-0.000415270144
119.32919645309448,-0.00041453216
119.47805643081665,-0.00039873552
119.62583374977112,-0.000419849376
119.77294731140137,-0.000436199008
119.9193594455719,-0.000423740224
120.06677865982056,-0.000404874144
120.28994870185852,-0.000407649952
120.43887209892273,-0.000426412
120.58563184738159,-0.000392894528
120.73223829269409,-0.000408061088
120.8787772655487,-0.000424720544
121.02679371833801,-0.000412295904
121.17844820022583,-0.00041026992
121.39039850234985,-0.00042954432
121.5398337841034,-0.00041306144
121.69053721427917,-0.000449118624
121.84627556800842,-0.000388360928
121.994713306427,-0.000442578016
122.14435958862305,-0.000409326496
122.29247045516968,-0.000400033056
122.48988723754883,-0.000414512864
122.63897109031677,-0.0004104688
122.78562021255493,-0.000412544416
122.93237853050232,-0.000409694016
123.07901334762573,-0.000431364736
123.22783613204956,-0.000411125248
123.37808799743652,-0.000423939296
123.80275654792786,-0.000395353408
123.95013213157654,-0.000417831808
124.09860467910767,-0.000414354816
124.24694347381592,-0.000392947328
124.40408611297607,-0.000455902528
124.68448185920715,-0.000405488704
124.83159446716309,-0.000400748736
124.97829937934875,-0.000436961888
125.12882423400879,-0.00040611536
125.27558875083923,-0.000431848288
125.42396545410156,-0.000421348032
125.57175540924072,-0.000415479168
125.78982138633728,-0.0004091072
125.93631911277771,-0.000434042528
126.08284115791321,-0.000405570688
126.22930645942688,-0.000407420896
126.38057136535645,-0.000431127776
126.52815818786621,-0.00041108064
126.67738795280457,-0.000402829216
126.89064955711365,-0.000407774272
127.04076886177063,-0.000425052416
